,Unnamed: 0,date,title,category,body,source
668,668,March 6,WHO Urges Countries to Make Containing Coronavirus 'Highest Priority',Asia Pacific,Wall Street suffered its biggest one-day loss since the 2008 financial crisis on Monday and recession worries loomed large as tumbling oil prices and ongoing coronavirus fears prompted investor panic on the anniversary of the U.S. stock market's longest-ever bull run.,By Reuters
669,669,March 9,"Wall Street Clobbered as Crude Plummets, Virus Crisis Deepens",Business,"Japan will ease monetary policy this month, tracking the U.S. Federal Reserve's surprise move this week, as the coronavirus jolts markets and stokes fears of a recession, a majority of economists polled by Reuters said.",By The Associated Press
670,670,March 5,BOJ to Ease Policy in March as Coronavirus Hits Growth: Reuters Poll,Asia Pacific,"Construction of new homes fell again in February, but not as much as the previous month. Those declines follow a December surge which had pushed home construction to the highest level in 13 years.",By The Associated Press
671,671,March 18,New US Home Construction Dips Again in February,Business,"Investors stormed out of bonds, equities and every other major asset class this week and piled a record $136.9 billion into cash, according to BofA's weekly flow data, as panic about the spreading coronavirus wiped trillions of dollars off the value of global markets.",By Kenneth I. Chenault and Rachel Romer Carlson
672,672,March 13,"Dash for Cash: Investors Dump Shares, Bonds in Wild Week for Markets",Business,U.S. long-term mortgage rates were mixed this week after hitting all-time lows last week amid anxiety over risks to the economy from the deepening coronavirus crisis. ,By Reuters
673,673,March 12,Mortgage Rates Mixed This Week After Hitting All-Time Lows,Business,"Georgia's March 24 presidential primaries have been postponed until May because of fears over the new coronavirus, state election officials announced Saturday, a day after Louisiana also pushed back its primaries.",By The Associated Press
674,674,March 14,Georgia 2nd State to Postpone Pres. Primaries Over Virus,U.S.,How our corporate leaders act now is critical to beating the coronavirus.,By Reuters
675,675,March 18,It’s Time for the Business Community to Step Up,Opinion,"The number of people infected with the coronavirus topped 119,000 across the world as the outbreak spread to more countries, causing greater economic damage. ",By Reuters
676,676,March 11,Factbox: Latest on the Spread of Coronavirus Around the World,Asia Pacific,"Guatemala announced Tuesday that it was suspending incoming flights carrying immigrants and asylum seekers sent by the United States, citing concerns over the global coronavirus pandemic. ",By The Associated Press
677,677,March 17,"Guatemala Suspends US Flights of Deportees, Asylum Seekers",Americas,"Hong Kong prison authorities rejected criticism of ""modern slavery"" on Tuesday as female inmates started working night shifts to produce millions of face masks after the fast-spreading coronavirus triggered shortages.",By The Associated Press
678,678,March 10,Hong Kong Denies 'Slavery' as Prisoners Work Nights to Make Face Masks,Asia Pacific,"Canada on Monday reported its first death from the new coronavirus as the number of people in the nation who have contracted the disease rose to above 70, officials said. ",By The Associated Press
679,679,March 9,Canada Reports First Coronavirus Death as Number of Infected Climbs,Americas,"Formula One's Bahrain Grand Prix will run this month without spectators as the island kingdom fights an outbreak of the new coronavirus, organizers announced Sunday. Mideast stock markets fell sharply amid a plummeting demand for crude oil. ",By Reuters
680,680,March 8,F1's Bahrain Grand Prix to Run Without Fans Due to Virus,Middle East,"As an Arizonan, Gregory Cohen has never had to stock up ahead of a hurricane or other natural disaster.",By The Associated Press
681,681,March 6,With Spreading Virus Comes Fears -- and Lots of Stockpiling,Business,"Africa is seeing a steady spread of the coronavirus across the continent, with five new countries confirming cases on Saturday, so that 24 of Africa's 54 countries have COVID-19 patients.",By Reuters
682,682,March 14,"Virus Cases Spread Across Africa, Nations Prepare for More",Africa,"Australia made a historic foray into quantitative easing on Thursday and cut interest rates for the second time in a month, joining a rush by global central banks to pump cash into the economy as the coronavirus pandemic crushed businesses.",By Reuters
683,683,3h ago,"Australia Central Bank Cuts Rates, Forays Into QE as Coronavirus Spreads",Asia Pacific,"Millions of romantic partners, cooped up together for weeks or months, with little to do other than watch reruns and play board games. A recipe for a baby boom, right?",By Reuters
684,684,11h ago,Coronavirus Baby Boom Another Curve That Could Be Flattened,U.S.,"British cinema chains, theaters and arts venues began closing their doors on Tuesday as the entertainment industry adopted the government's latest guidance aimed at trying to control the spread of the coronavirus.",By The Associated Press
685,685,March 17,"Cinemas, Theaters and Concert Halls Fall Silent in Britain",Arts,"Oil prices steadied on Wednesday after slipping to new four-year lows, sapped by fears for fuel demand and the global economy amid travel and social lockdowns triggered by the coronavirus epidemic.",By Reuters
686,686,March 17,Oil Steadies After Testing New Lows as Coronavirus Chaos Intensifies,Business,"Drugs used for treating arthritis are being tested as treatments for COVID-19, the disease caused by a new coronavirus, as researchers rush to find ways of helping patients and slowing the number of infections.",By The Associated Press
687,687,March 16,Trials of Potential Coronavirus Treatments Start for Some Existing Drugs,Europe,"At least two top European military commanders tested positive for the new coronavirus after a conference on an American military base in Germany, and the commander of U.S. Army Europe has isolated himself in case he also was exposed, officials said Tuesday.",By Reuters
688,688,March 10,"US, European Military Commanders Possibly Exposed to Virus",Europe,"European Union leaders will hold emergency talks soon to discuss a joint response to the coronavirus, officials said on Monday, as the bloc's executive considers relaxing state subsidy rules to allow extra public spending.",By Reuters
689,689,March 9,EU Leaders to Hold Crisis Teleconference to Tackle Coronavirus,U.S.,New Zealand's government said Tuesday it would spend billions of dollars supporting hard-hit companies as it tries to shore up an economy headed for recession because of the coronavirus.,By Reuters
690,690,March 16,New Zealand Announces Economic Stimulus Equal to 4% of GDP,Business,Coronavirus fears saw British stocks suffer their biggest intraday fall since 2008 and benchmark bond yields turn negative for the first time on Monday but the government said it was not yet time to close mass events and insisted food supplies would continue.,By Reuters
691,691,March 9,Coronavirus Fear: UK Markets Plunge as Johnson Ponders Response,Europe,U.S. retailers face an estimated $700 million sales hit from  the coronavirus and some shipping lines are sending vessels to retrieve empty cargo containers from Los Angeles to prevent further supply disruptions.,By Richard C. Paddock
692,692,March 6,U.S. Retailers Face $700 Million Hit as Virus Disrupts Ocean Shipping,Europe,"Australia made a historic foray into quantitative easing on Thursday and cut interest rates for the second time in a month, joining a rush by global central banks to pump cash into the economy as the coronavirus pandemic crushed businesses.",By The Associated Press
693,693,3h ago,"Australia Central Bank Cuts Rates, Forays Into QE as Coronavirus Spreads",Asia Pacific,"When a passenger arriving from Brussels at Cameroon's Yaounde Nsimalen airport on Saturday was found to have a temperature, health officials say he was whisked to a hospital and diagnosed inside four hours as the country's fourth case of coronavirus.",By The Associated Press
